id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,Clase de edad,Perfil,month_num,date,weekday
6324,26.0,management,single,tertiary,no,3,yes,no,cellular,23,jul,106,1,-1,0,unknown,no,25-34,Millenials,7,,
6325,59.0,management,single,tertiary,no,7668,no,no,cellular,5,aug,124,1,-1,0,unknown,no,55-64,Gen Z & Boomers,8,,
6326,78.0,retired,divorced,primary,no,55,no,no,telephone,5,nov,143,3,90,1,other,no,65+,Gen Z & Boomers,11,,
6327,33.0,services,married,primary,no,0,yes,no,cellular,7,may,227,2,-1,0,unknown,no,25-34,Millenials,5,,
6328,38.0,blue-collar,divorced,secondary,no,2998,yes,no,unknown,11,jun,91,1,-1,0,unknown,no,35-44,Adultxs,6,,
6329,35.0,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,unknown,no,35-44,Adultxs,11,,
6330,30.0,technician,single,tertiary,no,106,yes,no,cellular,13,may,119,3,-1,0,unknown,no,25-34,Millenials,5,,
6331,31.0,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,unknown,no,25-34,Millenials,7,,
6332,35.0,technician,married,secondary,no,249,no,no,cellular,21,aug,205,8,-1,0,unknown,no,35-44,Adultxs,8,,
6333,45.0,management,married,tertiary,no,10,no,no,cellular,26,aug,133,7,-1,0,unknown,no,45-54,Divorciadxs,8,,
6334,40.0,admin.,married,secondary,no,523,yes,yes,unknown,8,may,598,3,-1,0,unknown,no,35-44,Adultxs,5,,
6335,50.0,services,married,secondary,no,1321,no,no,unknown,17,jun,271,2,-1,0,unknown,no,45-54,Divorciadxs,6,,
6336,29.0,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,unknown,no,25-34,Millenials,5,,
6337,41.0,unemployed,single,tertiary,no,4517,yes,no,cellular,20,nov,137,1,-1,0,unknown,no,35-44,Adultxs,11,,
6338,44.0,technician,married,tertiary,no,964,no,no,cellular,29,jul,158,2,-1,0,unknown,no,35-44,Adultxs,7,,
6339,29.0,unknown,single,secondary,no,923,no,no,cellular,26,may,333,1,-1,0,unknown,no,25-34,Millenials,5,,
6340,49.0,technician,divorced,secondary,no,2677,yes,yes,cellular,31,jul,67,3,-1,0,unknown,no,45-54,Divorciadxs,7,,
6341,30.0,admin.,single,secondary,no,873,no,no,cellular,7,oct,301,1,216,2,failure,no,25-34,Millenials,10,,
6342,37.0,blue-collar,married,unknown,no,-1050,yes,no,unknown,2,jun,548,2,-1,0,unknown,no,35-44,Adultxs,6,,
6343,52.0,admin.,divorced,secondary,no,361,no,yes,cellular,20,nov,147,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
6344,30.0,management,single,tertiary,no,1466,no,no,cellular,12,aug,111,4,-1,0,unknown,no,25-34,Millenials,8,,
6345,40.0,admin.,single,secondary,no,782,yes,no,cellular,21,dec,94,5,202,17,failure,no,35-44,Adultxs,12,,
6346,33.0,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other,no,25-34,Millenials,4,,
6347,34.0,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no,25-34,Millenials,5,,
6348,33.0,blue-collar,married,secondary,no,-112,yes,no,unknown,28,may,132,1,-1,0,unknown,no,25-34,Millenials,5,,
6349,35.0,unemployed,married,secondary,no,759,no,no,cellular,19,nov,556,3,-1,0,unknown,no,35-44,Adultxs,11,,
6350,54.0,management,married,tertiary,no,195,no,yes,cellular,4,feb,47,1,265,6,other,no,45-54,Divorciadxs,2,,
6351,32.0,services,married,secondary,no,15,yes,no,cellular,15,may,391,1,-1,0,unknown,no,25-34,Millenials,5,,
6352,32.0,technician,married,tertiary,no,-1053,yes,no,cellular,21,jul,357,3,-1,0,unknown,no,25-34,Millenials,7,,
6353,44.0,management,married,secondary,no,488,no,yes,cellular,29,jan,138,2,183,11,failure,no,35-44,Adultxs,1,,
6354,53.0,technician,married,secondary,no,287,no,no,telephone,6,feb,13,5,-1,0,unknown,no,45-54,Divorciadxs,2,,
6355,53.0,admin.,married,secondary,no,578,no,no,cellular,29,aug,59,2,-1,0,unknown,no,45-54,Divorciadxs,8,,
6356,40.0,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure,no,35-44,Adultxs,5,,
6357,29.0,admin.,single,secondary,no,3794,no,no,cellular,30,apr,249,1,-1,0,unknown,no,25-34,Millenials,4,,
6358,36.0,housemaid,married,primary,no,4324,yes,no,cellular,14,jul,565,4,-1,0,unknown,no,35-44,Adultxs,7,,
6359,40.0,blue-collar,divorced,secondary,no,793,yes,no,unknown,15,may,109,1,-1,0,unknown,no,35-44,Adultxs,5,,
6360,58.0,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
6361,34.0,management,married,tertiary,no,0,yes,yes,cellular,10,jul,129,1,-1,0,unknown,no,25-34,Millenials,7,,
6362,60.0,blue-collar,married,secondary,no,19447,yes,no,telephone,9,jul,196,1,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
6363,23.0,student,single,unknown,no,565,no,no,cellular,28,may,162,7,-1,0,unknown,no,18-24,Gen Z & Boomers,5,,
6364,59.0,unknown,married,unknown,no,1541,no,no,cellular,5,aug,790,1,-1,0,unknown,no,55-64,Gen Z & Boomers,8,,
6365,42.0,technician,married,tertiary,no,1079,no,no,cellular,31,jul,61,2,-1,0,unknown,no,35-44,Adultxs,7,,
6366,50.0,management,married,tertiary,no,0,no,no,cellular,10,aug,232,3,130,3,other,no,45-54,Divorciadxs,8,,
6367,31.0,management,single,secondary,no,1310,yes,no,cellular,18,may,12,2,-1,0,unknown,no,25-34,Millenials,5,,
6368,31.0,management,single,tertiary,no,98,no,no,cellular,11,aug,69,2,-1,0,unknown,no,25-34,Millenials,8,,
6369,28.0,admin.,married,secondary,no,5,yes,no,cellular,18,jul,121,1,-1,0,unknown,no,25-34,Millenials,7,,
6370,56.0,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,no,55-64,Gen Z & Boomers,4,,
6371,23.0,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,unknown,no,18-24,Gen Z & Boomers,6,,
6372,30.0,entrepreneur,married,secondary,no,2551,yes,no,unknown,5,jun,142,2,-1,0,unknown,no,25-34,Millenials,6,,
6373,54.0,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no,45-54,Divorciadxs,8,,
6374,35.0,blue-collar,married,secondary,no,154,yes,no,unknown,23,may,211,4,-1,0,unknown,no,35-44,Adultxs,5,,
6375,29.0,admin.,married,secondary,no,-150,yes,no,unknown,6,may,328,1,-1,0,unknown,no,25-34,Millenials,5,,
6376,48.0,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
6377,43.0,admin.,single,tertiary,no,664,yes,no,cellular,17,apr,119,1,-1,0,unknown,no,35-44,Adultxs,4,,
6378,40.0,management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no,35-44,Adultxs,8,,
6379,38.0,entrepreneur,married,secondary,no,680,yes,no,unknown,19,may,144,2,-1,0,unknown,no,35-44,Adultxs,5,,
6380,30.0,admin.,married,secondary,no,4,no,no,unknown,20,jun,7,2,-1,0,unknown,no,25-34,Millenials,6,,
6381,60.0,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,583,3,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
6382,31.0,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,230,1,-1,0,unknown,no,25-34,Millenials,4,,
6383,28.0,student,single,tertiary,no,221,yes,no,cellular,15,may,176,1,-1,0,unknown,no,25-34,Millenials,5,,
6384,31.0,technician,married,secondary,no,180,no,no,cellular,26,may,222,1,70,2,success,no,25-34,Millenials,5,,
6385,48.0,services,single,primary,no,-139,no,no,cellular,13,may,75,2,-1,0,unknown,no,45-54,Divorciadxs,5,,
6386,36.0,blue-collar,single,primary,no,79,no,no,unknown,20,jun,9,3,-1,0,unknown,no,35-44,Adultxs,6,,
6387,41.0,management,divorced,tertiary,no,236,no,no,cellular,3,feb,159,2,-1,0,unknown,no,35-44,Adultxs,2,,
6388,35.0,management,single,tertiary,no,1120,no,no,unknown,21,sep,4,1,771,2,success,no,35-44,Adultxs,9,,
6389,51.0,management,divorced,tertiary,no,-2282,yes,yes,cellular,14,jul,301,6,-1,0,unknown,no,45-54,Divorciadxs,7,,
6390,35.0,blue-collar,married,secondary,no,2200,yes,no,cellular,17,apr,14,1,-1,0,unknown,no,35-44,Adultxs,4,,
6391,51.0,management,single,unknown,no,-461,yes,no,unknown,28,may,33,2,-1,0,unknown,no,45-54,Divorciadxs,5,,
6392,56.0,blue-collar,married,secondary,no,385,no,no,cellular,20,aug,210,3,-1,0,unknown,no,55-64,Gen Z & Boomers,8,,
6393,59.0,retired,married,secondary,no,2291,no,yes,cellular,14,jul,127,3,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
6394,27.0,services,married,secondary,no,54,yes,no,cellular,18,may,97,1,370,1,failure,no,25-34,Millenials,5,,
6395,48.0,services,married,secondary,no,2850,yes,no,cellular,6,aug,107,3,-1,0,unknown,no,45-54,Divorciadxs,8,,
6396,24.0,admin.,single,secondary,no,1235,yes,yes,unknown,30,may,76,3,-1,0,unknown,no,18-24,Gen Z & Boomers,5,,
6397,56.0,admin.,married,secondary,no,360,yes,yes,cellular,24,jul,98,2,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
6398,34.0,management,married,tertiary,no,1352,no,no,cellular,8,aug,265,2,-1,0,unknown,no,25-34,Millenials,8,,
6399,35.0,technician,married,secondary,no,905,no,yes,cellular,21,aug,114,2,-1,0,unknown,no,35-44,Adultxs,8,,
6400,57.0,retired,married,tertiary,no,138,no,no,unknown,26,may,157,5,-1,0,unknown,no,55-64,Gen Z & Boomers,5,,
6401,30.0,blue-collar,single,secondary,no,0,yes,no,cellular,14,jul,768,2,-1,0,unknown,no,25-34,Millenials,7,,
6402,40.0,admin.,divorced,secondary,no,221,yes,no,unknown,13,may,154,2,-1,0,unknown,no,35-44,Adultxs,5,,
6403,48.0,blue-collar,married,primary,no,-254,no,yes,cellular,29,aug,134,4,-1,0,unknown,no,45-54,Divorciadxs,8,,
6404,35.0,management,married,tertiary,no,1510,yes,no,unknown,9,may,61,1,-1,0,unknown,no,35-44,Adultxs,5,,
6405,46.0,services,married,secondary,no,1757,yes,no,unknown,14,may,380,4,-1,0,unknown,no,45-54,Divorciadxs,5,,
6406,30.0,blue-collar,married,primary,no,0,yes,no,cellular,6,may,239,2,-1,0,unknown,no,25-34,Millenials,5,,
6407,37.0,services,single,secondary,no,934,yes,no,unknown,16,may,242,3,-1,0,unknown,no,35-44,Adultxs,5,,
6408,30.0,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no,25-34,Millenials,11,,
6409,46.0,management,married,tertiary,no,1217,yes,no,unknown,15,may,236,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
6410,43.0,blue-collar,divorced,primary,no,-57,yes,no,unknown,16,may,221,2,-1,0,unknown,no,35-44,Adultxs,5,,
6411,40.0,blue-collar,single,secondary,no,82,yes,no,cellular,13,may,135,6,370,5,failure,no,35-44,Adultxs,5,,
6412,34.0,unemployed,married,secondary,no,438,yes,yes,cellular,9,apr,272,1,323,1,failure,no,25-34,Millenials,4,,
6413,43.0,admin.,divorced,secondary,no,729,yes,no,unknown,30,may,668,2,-1,0,unknown,no,35-44,Adultxs,5,,
6414,31.0,services,married,secondary,no,0,yes,no,cellular,29,jan,224,2,-1,0,unknown,no,25-34,Millenials,1,,
6415,37.0,blue-collar,married,secondary,no,374,yes,no,unknown,7,may,944,3,-1,0,unknown,no,35-44,Adultxs,5,,
6416,49.0,self-employed,single,tertiary,no,-341,no,yes,cellular,18,nov,920,2,-1,0,unknown,no,45-54,Divorciadxs,11,,
6417,38.0,blue-collar,married,secondary,no,-367,yes,yes,cellular,12,may,354,1,-1,0,unknown,no,35-44,Adultxs,5,,
6418,27.0,admin.,single,secondary,no,592,yes,yes,cellular,5,feb,466,3,-1,0,unknown,no,25-34,Millenials,2,,
6419,35.0,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,114,3,-1,0,unknown,no,35-44,Adultxs,2,,
6420,47.0,unemployed,single,secondary,no,4819,no,no,cellular,18,nov,144,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
6421,56.0,blue-collar,married,primary,no,-85,yes,yes,unknown,26,may,118,1,-1,0,unknown,no,55-64,Gen Z & Boomers,5,,
6422,26.0,self-employed,single,secondary,no,467,yes,yes,unknown,4,jun,90,2,-1,0,unknown,no,25-34,Millenials,6,,
6423,29.0,admin.,single,secondary,no,-309,yes,yes,unknown,4,jun,215,1,-1,0,unknown,no,25-34,Millenials,6,,
6424,53.0,blue-collar,married,secondary,no,21522,no,no,unknown,24,jun,146,4,-1,0,unknown,no,45-54,Divorciadxs,6,,
6425,38.0,blue-collar,married,primary,no,467,yes,no,unknown,16,may,379,1,-1,0,unknown,no,35-44,Adultxs,5,,
6426,33.0,blue-collar,married,tertiary,no,870,no,yes,cellular,8,jul,545,3,-1,0,unknown,no,25-34,Millenials,7,,
6427,30.0,blue-collar,single,secondary,no,-93,yes,no,unknown,27,may,149,2,-1,0,unknown,no,25-34,Millenials,5,,
6428,36.0,admin.,married,secondary,no,75,yes,no,unknown,4,jul,52,4,-1,0,unknown,no,35-44,Adultxs,7,,
6429,37.0,blue-collar,single,secondary,no,292,no,no,unknown,8,sep,9,1,-1,0,unknown,no,35-44,Adultxs,9,,
6430,60.0,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,124,1,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
6431,48.0,management,married,tertiary,no,263,yes,no,unknown,5,may,350,2,-1,0,unknown,no,45-54,Divorciadxs,5,,
6432,32.0,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no,25-34,Millenials,8,,
6433,31.0,self-employed,single,tertiary,no,91,no,no,unknown,23,may,206,1,-1,0,unknown,no,25-34,Millenials,5,,
6434,54.0,management,married,tertiary,no,0,no,yes,cellular,19,nov,307,3,-1,0,unknown,no,45-54,Divorciadxs,11,,
6435,31.0,self-employed,married,tertiary,no,229,no,no,cellular,29,jan,184,1,-1,0,unknown,no,25-34,Millenials,1,,
6436,31.0,blue-collar,married,secondary,no,892,yes,no,cellular,29,jul,25,22,-1,0,unknown,no,25-34,Millenials,7,,
6437,29.0,services,single,secondary,no,197,yes,no,cellular,5,may,19,2,-1,0,unknown,no,25-34,Millenials,5,,
6438,23.0,blue-collar,married,primary,no,-213,no,no,unknown,13,may,165,2,-1,0,unknown,no,18-24,Gen Z & Boomers,5,,
6439,51.0,management,married,tertiary,no,-321,no,no,cellular,6,feb,470,2,9,2,other,no,45-54,Divorciadxs,2,,
6440,32.0,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,410,2,196,2,other,no,25-34,Millenials,1,,
6441,48.0,management,married,primary,no,606,no,no,cellular,5,mar,77,6,-1,0,unknown,no,45-54,Divorciadxs,3,,
6442,32.0,blue-collar,married,primary,no,1518,yes,no,telephone,6,feb,35,3,-1,0,unknown,no,25-34,Millenials,2,,
6443,44.0,housemaid,married,secondary,no,192,no,no,unknown,11,jun,232,2,-1,0,unknown,no,35-44,Adultxs,6,,
6444,35.0,management,married,tertiary,no,0,yes,yes,cellular,25,jul,86,4,-1,0,unknown,no,35-44,Adultxs,7,,
6445,46.0,technician,married,secondary,yes,289,no,no,unknown,7,may,51,3,-1,0,unknown,no,45-54,Divorciadxs,5,,
6446,31.0,admin.,married,secondary,no,535,no,no,unknown,9,may,249,3,-1,0,unknown,no,25-34,Millenials,5,,
6447,31.0,blue-collar,single,secondary,no,33,yes,no,unknown,15,may,214,4,-1,0,unknown,no,25-34,Millenials,5,,
6448,36.0,blue-collar,married,primary,no,243,yes,yes,unknown,30,may,118,2,-1,0,unknown,no,35-44,Adultxs,5,,
6449,35.0,services,married,tertiary,no,0,yes,no,unknown,2,jun,312,2,-1,0,unknown,no,35-44,Adultxs,6,,
6450,35.0,services,married,secondary,no,1279,yes,no,unknown,16,jun,114,5,-1,0,unknown,no,35-44,Adultxs,6,,
6451,36.0,technician,married,tertiary,no,1327,no,no,cellular,29,oct,174,2,-1,0,unknown,no,35-44,Adultxs,10,,
6452,52.0,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,failure,no,45-54,Divorciadxs,11,,
6453,27.0,technician,single,secondary,no,740,yes,no,cellular,5,may,294,1,-1,0,unknown,no,25-34,Millenials,5,,
6454,47.0,services,married,secondary,no,278,yes,no,cellular,7,may,51,1,366,1,other,no,45-54,Divorciadxs,5,,
6455,43.0,unemployed,married,secondary,no,553,no,no,telephone,4,feb,125,1,-1,0,unknown,no,35-44,Adultxs,2,,
6456,41.0,entrepreneur,married,primary,no,406,no,no,unknown,6,jun,272,1,-1,0,unknown,no,35-44,Adultxs,6,,
6457,18.0,student,single,secondary,no,5,no,no,cellular,24,aug,143,2,-1,0,unknown,no,18-24,Gen Z & Boomers,8,,
6458,45.0,blue-collar,married,secondary,no,2071,no,yes,telephone,22,jul,1148,2,-1,0,unknown,no,45-54,Divorciadxs,7,,
6459,41.0,technician,married,secondary,no,0,no,no,cellular,28,jan,411,2,156,8,other,no,35-44,Adultxs,1,,
6460,34.0,technician,married,tertiary,no,932,yes,no,cellular,4,jun,218,1,-1,0,unknown,no,25-34,Millenials,6,,
6461,46.0,services,married,secondary,no,-119,yes,no,cellular,22,jul,151,3,-1,0,unknown,no,45-54,Divorciadxs,7,,
6462,38.0,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no,35-44,Adultxs,5,,
6463,23.0,services,married,secondary,no,1309,yes,no,unknown,3,jun,349,2,-1,0,unknown,no,18-24,Gen Z & Boomers,6,,
6464,73.0,retired,married,primary,no,542,no,no,telephone,29,apr,107,5,-1,0,unknown,no,65+,Gen Z & Boomers,4,,
6465,41.0,technician,married,unknown,no,30,yes,no,cellular,10,jul,151,1,-1,0,unknown,no,35-44,Adultxs,7,,
6466,43.0,management,single,tertiary,no,0,no,no,cellular,11,aug,155,2,-1,0,unknown,no,35-44,Adultxs,8,,
6467,51.0,management,married,tertiary,no,-15,no,no,cellular,25,jul,212,2,-1,0,unknown,no,45-54,Divorciadxs,7,,
6468,45.0,services,married,unknown,no,318,no,no,cellular,16,jul,63,2,-1,0,unknown,no,45-54,Divorciadxs,7,,
6469,47.0,housemaid,divorced,primary,no,1405,no,no,unknown,12,jun,127,1,-1,0,unknown,no,45-54,Divorciadxs,6,,
6470,35.0,blue-collar,married,tertiary,no,5271,yes,no,cellular,14,apr,119,2,-1,0,unknown,no,35-44,Adultxs,4,,
6471,38.0,admin.,divorced,secondary,no,-51,no,yes,cellular,30,jan,102,1,-1,0,unknown,no,35-44,Adultxs,1,,
6472,31.0,management,married,tertiary,no,3914,no,yes,cellular,29,jan,266,1,-1,0,unknown,no,25-34,Millenials,1,,
6473,49.0,entrepreneur,married,tertiary,no,4976,yes,no,cellular,21,nov,105,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
6474,29.0,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,-1,0,unknown,no,25-34,Millenials,5,,
6475,39.0,admin.,married,secondary,no,1595,yes,no,unknown,5,jun,102,2,-1,0,unknown,no,35-44,Adultxs,6,,
6476,41.0,entrepreneur,married,tertiary,no,306,yes,no,unknown,20,jun,102,3,-1,0,unknown,no,35-44,Adultxs,6,,
6477,34.0,blue-collar,single,secondary,no,215,no,no,cellular,5,jun,329,1,94,3,success,no,25-34,Millenials,6,,
6478,39.0,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure,no,35-44,Adultxs,5,,
6479,78.0,retired,divorced,unknown,no,2628,no,no,telephone,14,apr,129,2,-1,0,unknown,no,65+,Gen Z & Boomers,4,,
6480,33.0,management,married,tertiary,no,1778,no,no,cellular,26,may,134,1,103,1,success,no,25-34,Millenials,5,,
6481,59.0,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,no,55-64,Gen Z & Boomers,5,,
6482,52.0,management,married,tertiary,no,659,no,no,cellular,23,jul,517,4,-1,0,unknown,no,45-54,Divorciadxs,7,,
6483,35.0,entrepreneur,married,tertiary,no,-31,yes,no,cellular,21,nov,171,2,-1,0,unknown,no,35-44,Adultxs,11,,
6484,43.0,admin.,married,secondary,yes,-204,yes,no,unknown,26,may,163,2,-1,0,unknown,no,35-44,Adultxs,5,,
6485,43.0,technician,single,secondary,no,1462,no,no,unknown,9,jun,75,2,-1,0,unknown,no,35-44,Adultxs,6,,
6486,36.0,blue-collar,married,secondary,no,723,yes,no,cellular,31,jul,101,2,-1,0,unknown,no,35-44,Adultxs,7,,
6487,36.0,admin.,single,tertiary,no,3954,yes,no,unknown,21,may,432,1,-1,0,unknown,no,35-44,Adultxs,5,,
6488,45.0,unemployed,single,secondary,no,33,no,no,cellular,5,feb,437,1,-1,0,unknown,no,45-54,Divorciadxs,2,,
6489,47.0,management,married,primary,no,4151,yes,no,unknown,14,may,114,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
6490,38.0,admin.,divorced,secondary,yes,0,no,yes,cellular,21,jul,126,3,-1,0,unknown,no,35-44,Adultxs,7,,
6491,45.0,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,jul,118,4,-1,0,unknown,no,45-54,Divorciadxs,7,,
6492,33.0,technician,married,tertiary,no,2728,no,no,cellular,5,aug,295,2,-1,0,unknown,no,25-34,Millenials,8,,
6493,38.0,management,divorced,tertiary,no,76,no,no,cellular,30,jan,220,3,-1,0,unknown,no,35-44,Adultxs,1,,
6494,36.0,technician,married,tertiary,no,4388,no,no,cellular,8,aug,52,3,-1,0,unknown,no,35-44,Adultxs,8,,
6495,38.0,blue-collar,married,secondary,no,-210,yes,no,unknown,8,may,21,1,-1,0,unknown,no,35-44,Adultxs,5,,
6496,34.0,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,90,3,70,3,failure,no,25-34,Millenials,8,,
6497,32.0,admin.,single,secondary,no,45,yes,yes,cellular,14,may,908,3,344,7,other,no,25-34,Millenials,5,,
6498,49.0,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
6499,37.0,management,single,tertiary,no,2173,no,no,cellular,21,nov,158,3,114,1,failure,no,35-44,Adultxs,11,,
6500,47.0,technician,divorced,tertiary,no,8422,no,no,cellular,8,aug,200,4,-1,0,unknown,no,45-54,Divorciadxs,8,,
6501,28.0,self-employed,married,tertiary,no,120,yes,yes,unknown,8,may,130,3,-1,0,unknown,no,25-34,Millenials,5,,
6502,29.0,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,may,489,1,-1,0,unknown,no,25-34,Millenials,5,,
6503,30.0,services,single,secondary,no,245,no,yes,cellular,8,jul,187,2,-1,0,unknown,no,25-34,Millenials,7,,
6504,34.0,admin.,divorced,primary,no,9569,yes,no,unknown,9,may,43,2,-1,0,unknown,no,25-34,Millenials,5,,
6505,39.0,technician,single,unknown,no,0,yes,no,unknown,7,may,130,1,-1,0,unknown,no,35-44,Adultxs,5,,
6506,26.0,blue-collar,married,secondary,no,2770,yes,no,unknown,8,may,141,1,-1,0,unknown,no,25-34,Millenials,5,,
6507,38.0,technician,divorced,secondary,no,1221,yes,yes,cellular,18,aug,73,7,-1,0,unknown,no,35-44,Adultxs,8,,
6508,47.0,admin.,married,secondary,no,298,yes,no,cellular,11,may,183,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
6509,61.0,management,married,secondary,no,967,no,no,cellular,20,aug,180,1,-1,0,unknown,no,55-64,Gen Z & Boomers,8,,
6510,35.0,technician,married,secondary,no,0,no,no,cellular,14,jul,125,2,-1,0,unknown,no,35-44,Adultxs,7,,
6511,34.0,admin.,married,secondary,no,0,yes,no,cellular,9,feb,30,4,-1,0,unknown,no,25-34,Millenials,2,,
6512,34.0,entrepreneur,married,secondary,no,1368,yes,no,cellular,18,nov,252,2,-1,0,unknown,no,25-34,Millenials,11,,
6513,56.0,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,no,55-64,Gen Z & Boomers,5,,
6514,47.0,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
6515,36.0,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,339,3,-1,0,unknown,no,35-44,Adultxs,1,,
6516,43.0,technician,married,secondary,no,629,no,no,cellular,5,aug,196,1,-1,0,unknown,no,35-44,Adultxs,8,,
6517,51.0,admin.,married,primary,no,1330,yes,no,unknown,15,may,415,8,-1,0,unknown,no,45-54,Divorciadxs,5,,
6518,40.0,technician,single,secondary,no,277,yes,no,unknown,14,may,274,2,-1,0,unknown,no,35-44,Adultxs,5,,
6519,38.0,services,married,tertiary,no,1018,no,no,unknown,16,jun,325,3,-1,0,unknown,no,35-44,Adultxs,6,,
6520,34.0,management,married,tertiary,no,11,yes,no,cellular,17,jul,654,1,-1,0,unknown,no,25-34,Millenials,7,,
6521,47.0,self-employed,married,tertiary,no,0,no,no,telephone,21,nov,28,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
6522,57.0,entrepreneur,married,secondary,no,905,no,no,cellular,7,aug,121,1,-1,0,unknown,no,55-64,Gen Z & Boomers,8,,
6523,35.0,technician,married,secondary,no,15474,no,no,cellular,21,nov,89,1,92,2,other,no,35-44,Adultxs,11,,
6524,45.0,management,married,tertiary,no,54,yes,no,telephone,13,may,107,3,-1,0,unknown,no,45-54,Divorciadxs,5,,
6525,55.0,unemployed,married,secondary,no,-246,no,yes,cellular,8,jul,305,2,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
6526,54.0,management,married,secondary,no,0,no,no,cellular,19,nov,106,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
6527,39.0,services,married,primary,no,1951,yes,no,unknown,23,may,208,2,-1,0,unknown,no,35-44,Adultxs,5,,
6528,58.0,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
6529,31.0,admin.,married,secondary,no,368,yes,no,cellular,5,may,414,5,361,3,other,no,25-34,Millenials,5,,
6530,35.0,blue-collar,married,primary,no,51,yes,no,unknown,28,may,593,2,-1,0,unknown,no,35-44,Adultxs,5,,
6531,45.0,technician,married,secondary,no,3492,yes,yes,unknown,20,jun,46,4,-1,0,unknown,no,45-54,Divorciadxs,6,,
6532,44.0,admin.,divorced,secondary,no,21,yes,no,cellular,13,apr,681,3,-1,0,unknown,no,35-44,Adultxs,4,,
6533,57.0,blue-collar,married,primary,no,8403,no,no,unknown,20,jun,11,11,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
6534,41.0,technician,married,secondary,no,978,no,no,cellular,29,jul,55,2,-1,0,unknown,no,35-44,Adultxs,7,,
6535,42.0,blue-collar,married,secondary,no,165,yes,no,unknown,23,may,333,2,-1,0,unknown,no,35-44,Adultxs,5,,
6536,49.0,technician,single,unknown,no,350,no,no,cellular,28,jan,91,3,-1,0,unknown,no,45-54,Divorciadxs,1,,
6537,52.0,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,96,4,-1,0,unknown,no,45-54,Divorciadxs,8,,
6538,57.0,blue-collar,married,secondary,no,2058,yes,no,telephone,18,may,23,2,-1,0,unknown,no,55-64,Gen Z & Boomers,5,,
